page,release_date,title,release_document_id
39,25 November 2025,"Malaysia Gender Gap Index (MGGI), 2025",18332
39,25 November 2025,"Statistics on Women Empowerment, 2025",18333
39,24 November 2025,"My Local Stats (Malaysia, State & Administrative District) 2024",18191
39,21 November 2025,LMR Q3 2025,18179
39,21 November 2025,"Consumer Price Index Malaysia, October 2025",18166
40,20 November 2025,Labour Productivity Third Quarter 2025,18008
40,20 November 2025,"MARRIAGE DIVORCE AND RUJUK STATISTICS, MALAYSIA, 2025",17983
40,19 November 2025,"Malaysia External Trade Statistics, October 2025 - Publication",17944
40,19 November 2025,"Malaysia External Trade Statistics, October 2025",17943
40,14 November 2025,Publications,17929
40,14 November 2025,INTERNATIONAL INVESTMENT POSITION Q3 2025,17664
40,14 November 2025,"Quarterly Balance of Payments, Third Quarter 2025",17677
40,13 November 2025,"Employment Statistics, Q3 2025",17617
40,12 November 2025,Construction Statistics Third Quarter 2025,17605
40,12 November 2025,"MALAYSIA HUMAN DEVELOPMENT INDEX, 2024",17560
41,12 November 2025,"Special Release 2 - For Building and Structural Works ,October 2025",17569
41,12 November 2025,"MALAYSIA HUMAN DEVELOPMENT INDEX, 2024",17560
41,12 November 2025,"Special Release 1 - For Civil Engineering Works Sabah and Sarawak, October 2025",17556
41,12 November 2025,"Special Release 2 - For Building and Structural Works Sabah and Sarawak, October 2025",17552
41,12 November 2025,"Special Release 1 - For Civil Engineering Works Peninsular Malaysia, October 2025",17548
41,11 November 2025,Volume Index of Wholesale & Retail Trade Third Quarter 2025 - Publication,17513
41,11 November 2025,"Publication Performance of Wholesale & Retail Trade, September 2025",17535
41,11 November 2025,PUBLICATION QSS Q3 2025,17501
41,11 November 2025,QUARTERLY VOLUME INDEX OF SERVICES Q3 2025,17525
41,10 November 2025,"LABOUR FORCE MALAYSIA, SEPTEMBER 2025",17479
42,10 November 2025,"Principal Statistics of Labour Force, Malaysia, Third Quarter 2025",17491
42,7 November 2025,"Index of Industrial Production, Malaysia",17439
42,7 November 2025,"MONTHLY MANUFACTURING STATISTICS, SEPTEMBER 2025",17467
42,6 November 2025,PUBLICATION SPPI Q3 2025,17413
42,3 November 2025,"Children Statistics, Malaysia, 2025",17320
42,31 October 2025,"Monthly Statistical Bulletin Malaysia, August 2025",18501
42,31 October 2025,"Graduates Statistics, 2023",18747
42,31 October 2025,"Malaysian Economic Statistics Review (MESR), Volume 10/2025",18686
42,30 October 2025,Labour Productivity by State 2024,18693
42,29 October 2025,"Producer Price Index – Local Production, September 2025",18737
43,28 October 2025,"Malaysia External Trade Indices, September 2025",18708
43,28 October 2025,Business Demography Malaysia 2024,18740
43,27 October 2025,"Employee Wages Statistics (Formal Sector), Second Quarter 2025",18675
43,26 October 2025,Agriculture Census 2024 Interim Report Johor,18755
43,24 October 2025,"Publication Malaysian Economic Indicators: Leading, Coincident & Lagging Indexes, August 2025",17908
43,22 October 2025,"Consumer Price Index Malaysia, September 2025",18661
43,17 October 2025,Publication Advance Gross Domestic Product (GDP) Estimates Third Quarter 2025,18617
43,17 October 2025,"Malaysia External Trade Statistics, September 2025 - Publication",18646
43,17 October 2025,"Malaysia External Trade Statistics, September 2025",18643
43,16 October 2025,"CRIME STATISTICS, MALAYSIA, 2025",18567
44,16 October 2025,"Vital Statistics, Malaysia, 2025",18540
44,15 October 2025,Publications,18281
44,14 October 2025,SPECIAL REPORT ON THE DEMOGRAPHICS OF ORANG ASLI,18239
44,10 October 2025,"MONTHLY MANUFACTURING STATISTICS, AUGUST 2025",18099
44,10 October 2025,"Index of Industrial Production, Malaysia",18123
44,10 October 2025,"Publication Performance of Wholesale & Retail Trade, August 2025",16458
44,10 October 2025,"LABOUR FORCE MALAYSIA, AUGUST 2025",18192
44,9 October 2025,Special Release 3 - For Mechanical and Electrical Works Malaysia,18069
44,9 October 2025,Special Release 1 - For Civil Engineering Works Peninsular Malaysia,18022
44,9 October 2025,MONTHLY RUBBER STATISTICS,18052
45,9 October 2025,MONTHLY RUBBER STATISTICS,18052
45,9 October 2025,Special Release 2 - For Building and Structural Works,18041
45,9 October 2025,Special Release 1 - For Civil Engineering Works Peninsular Malaysia,18022
45,8 October 2025,LAPORAN SURVEI PERBELANJAAN ISI RUMAH 2024 PULAU PINANG,17273
45,8 October 2025,LAPORAN SURVEI PENDAPATAN ISI RUMAH 2024 MELAKA,17405
45,8 October 2025,LAPORAN SURVEI PENDAPATAN ISI RUMAH 2024 PERLIS,17409
45,8 October 2025,LAPORAN SURVEI PENDAPATAN ISI RUMAH 2024 PERAK,17408
45,8 October 2025,LAPORAN SURVEI PENDAPATAN ISI RUMAH 2024 PAHANG,17407
45,8 October 2025,LAPORAN SURVEI PENDAPATAN ISI RUMAH 2024 NEGERI SEMBILAN,17406
45,8 October 2025,LAPORAN SURVEI PENDAPATAN ISI RUMAH 2024 KEDAH,17401
46,8 October 2025,LAPORAN SURVEI PENDAPATAN ISI RUMAH 2024 PAHANG,17407
46,8 October 2025,LAPORAN SURVEI PENDAPATAN ISI RUMAH 2024 PERAK,17408
46,8 October 2025,LAPORAN SURVEI PENDAPATAN ISI RUMAH 2024 PERLIS,17409
46,8 October 2025,LAPORAN SURVEI PENDAPATAN ISI RUMAH 2024 TERENGGANU,17422
46,8 October 2025,Laporan_Kemiskinan_di_Malaysia_2024,18011
46,8 October 2025,INEQUALITY 2024,17752
46,8 October 2025,LAPORAN SURVEI PENDAPATAN ISI RUMAH 2024 WILAYAH PERSEKUTUAN,17423
46,8 October 2025,LAPORAN SURVEI PENDAPATAN ISI RUMAH 2024 SARAWAK,17417
46,8 October 2025,LAPORAN SURVEI PENDAPATAN ISI RUMAH 2024 SABAH,17415
46,8 October 2025,LAPORAN SURVEI PERBELANJAAN ISI RUMAH 2024 JOHOR,17249
47,8 October 2025,LAPORAN SURVEI PENDAPATAN ISI RUMAH 2024 JOHOR,17400
47,8 October 2025,INTISARI,17316
47,8 October 2025,LAPORAN SURVEI PERBELANJAAN ISI RUMAH 2024 KEDAH,17253
47,8 October 2025,LAPORAN SURVEI PERBELANJAAN ISI RUMAH 2024 KELANTAN,17257
47,8 October 2025,LAPORAN SURVEI PERBELANJAAN ISI RUMAH 2024 MELAKA,17260
47,8 October 2025,LAPORAN SURVEI PERBELANJAAN ISI RUMAH 2024 NEGERI SEMBILAN,17263
47,8 October 2025,LAPORAN SURVEI PERBELANJAAN ISI RUMAH 2024 PAHANG,17264
47,8 October 2025,LAPORAN SURVEI PERBELANJAAN ISI RUMAH 2024 PERAK,17269
47,8 October 2025,LAPORAN SURVEI PERBELANJAAN ISI RUMAH 2024 PERLIS,17272
47,8 October 2025,LAPORAN SURVEI PENDAPATAN ISI RUMAH 2024 MALAYSIA,17397
48,8 October 2025,LAPORAN SURVEI PERBELANJAAN ISI RUMAH 2024 SARAWAK,17277
48,8 October 2025,LAPORAN SURVEI PERBELANJAAN ISI RUMAH 2024 SELANGOR,17278
48,8 October 2025,LAPORAN SURVEI PERBELANJAAN ISI RUMAH 2024 TERENGGANU,17279
48,8 October 2025,LAPORAN SURVEI PERBELANJAAN ISI RUMAH 2024 WILAYAH PERSEKUTUAN,17280
48,8 October 2025,LAPORAN SURVEI PENDAPATAN ISI RUMAH 2024 MALAYSIA,17397
48,8 October 2025,LAPORAN SURVEI PERBELANJAAN ISI RUMAH 2024 MALAYSIA,17247
48,2 October 2025,"Current Population Estimates, Administrative Distric, 2025",16399
48,2 October 2025,"Current Population Estimates, Administrative Distric, 2025",16398
48,2 October 2025,"Current Population Estimates, Administrative Distric, 2025",16397
48,2 October 2025,"Current Population Estimates, Administrative Distric, 2025",16396
49,2 October 2025,"Current Population Estimates, Administrative Distric, 2025",16397
49,2 October 2025,"Current Population Estimates, Administrative Distric, 2025",16398
49,2 October 2025,"Current Population Estimates, Administrative Distric, 2025",16399
49,2 October 2025,"Current Population Estimates, Administrative Distric, 2025",16402
49,2 October 2025,"Current Population Estimates, Administrative Distric, 2025",16411
49,2 October 2025,"Current Population Estimates, Administrative Distric, 2025",16408
49,2 October 2025,"Current Population Estimates, Administrative Distric, 2025",16400
49,2 October 2025,"Current Population Estimates, Administrative Distric, 2025",16403
49,2 October 2025,"Current Population Estimates, Administrative Distric, 2025",16405
49,30 September 2025,"Malaysian Economic Statistics Review (MESR), Volume 9 2025",16465
50,30 September 2025,Economic Census 2023: Research and Development Statistics,16335
50,30 September 2025,"Malaysian Economic Statistics Review (MESR), Volume 9 2025",16465
50,30 September 2025,"Monthly Statistical Bulletin Malaysia, July 2025",16233
50,29 September 2025,Salaries and Wages Survey Report 2024,16249
50,29 September 2025,Producer Price index August 2025,16235
50,26 September 2025,STATISTICS ON MALAYSIAN AFFILIATES ABROAD (OUTWARD FATS) 2023,16221
50,26 September 2025,"Malaysia External Trade Indices, August 2025",16085
50,26 September 2025,Statistics on Foreign Affiliates in Malaysia (Inward FATS) 2023,16201
50,24 September 2025,"MALAYSIAN ECONOMIC INDICATORS LEADING, COINCIDENT & LAGGING INDEXES JULY 2025",16056
50,23 September 2025,"Consumer Price Index Malaysia, August 2025",16043
51,19 September 2025,"Malaysia External Trade Statistics, August 2025 - Publication",16230
51,19 September 2025,"Malaysia External Trade Statistics, August 2025",16019
51,18 September 2025,Domestic Tourism Survey 2024 Perak,15996
51,18 September 2025,Domestic Tourism Survey 2024 W. P. Kuala Lumpur,16002
51,18 September 2025,Domestic Tourism Survey 2024 Pulau Pinang,15995
51,18 September 2025,Domestic Tourism Survey 2024 Pahang,15993
51,18 September 2025,Domestic Tourism Survey 2024 Negeri Sembilan,15989
51,18 September 2025,Domestic Tourism Survey 2024 Kelantan,15987
51,18 September 2025,Domestic Tourism Survey 2024 Kedah,15986
51,18 September 2025,Domestic Tourism Survey 2024 Johor,15985
52,18 September 2025,Domestic Tourism Survey 2024 Perak,15996
52,18 September 2025,Domestic Tourism Survey 2024 Selangor,15998
52,18 September 2025,Domestic Tourism Survey 2024 Perlis,15997
52,18 September 2025,Performance of Domestic Tourism in Second Quarter 2025,16024
52,18 September 2025,Domestic Tourism Survey 2024 W. P. Putrajaya,16005
52,18 September 2025,Domestic Tourism Survey 2024 W. P. Labuan,16003
52,18 September 2025,Domestic Tourism Survey 2024 Sabah,16000
52,18 September 2025,Domestic Tourism Survey 2024 Sarawak,16001
52,18 September 2025,Domestic Tourism Survey 2024 Terengganu,15999
52,12 September 2025,MELAKA HAPPINESS INDEX (MHI) 2024,15913
53,12 September 2025,PULAU PINANG HAPPINESS INDEX (MHI) 2024,15916
53,12 September 2025,PAHANG HAPPINESS INDEX (MHI) 2024,15915
53,12 September 2025,NEGERI SEMBILAN HAPPINESS INDEX (MHI) 2024,15914
53,12 September 2025,MELAKA HAPPINESS INDEX (MHI) 2024,15913
53,12 September 2025,MALAYSIA HAPPINESS INDEX (MHI) 2024,15909
53,12 September 2025,"Publication Performance of Wholesale & Retail Trade, July 2025",15933
53,12 September 2025,Tourism Satellite Account 2024,15861
53,12 September 2025,KELANTAN HAPPINESS INDEX (MHI) 2024,15912
53,12 September 2025,JOHOR HAPPINESS INDEX (MHI) 2024,15910
53,12 September 2025,KEDAH HAPPINESS INDEX (MHI) 2024,15911
54,12 September 2025,SELANGOR HAPPINESS INDEX (MHI) 2024,15919
54,12 September 2025,MONTHLY RUBBER STATISTICS,15939
54,12 September 2025,PERLIS HAPPINESS INDEX (MHI) 2024,15918
54,12 September 2025,WILAYAH PERSEKUTUAN PUTRAJAYA HAPPINESS INDEX (MHI) 2024,15926
54,12 September 2025,WILAYAH PERSEKUTUAN LABUAN HAPPINESS INDEX (MHI) 2024,15924
54,12 September 2025,SARAWAK HAPPINESS INDEX (MHI) 2024,15922
54,12 September 2025,WILAYAH PERSEKUTUAN KUALA LUMPUR HAPPINESS INDEX (MHI) 2024,15923
54,12 September 2025,TERENGGANU HAPPINESS INDEX (MHI) 2024,15920
54,12 September 2025,SABAH HAPPINESS INDEX (MHI) 2024,15921
54,11 September 2025,Special Release 2 - For Building and Structural Works,15830
55,11 September 2025,Special Release 1 - For Civil Engineering Works Peninsular Malaysia,15818
55,11 September 2025,Special Release 1 - For Civil Engineering Works Sabah and Sarawak,15822
55,11 September 2025,Special Release 2 - For Building and Structural Works,15830
55,11 September 2025,Special Release 3 - For Mechanical and Electrical Works Malaysia,15834
55,11 September 2025,"MONTHLY MANUFACTURING STATISTICS, JULY 2025",15866
55,11 September 2025,"Index of Industrial Production, Malaysia",15878
55,10 September 2025,"LABOUR FORCE MALAYSIA, JULY 2025",15849
55,3 September 2025,Publication Mining of Petroleum and Natural Gas Statistics Q2 2025,15798
55,29 August 2025,"Malaysian Economic Statistics Review (MESR), Volume 8/2025",15808
55,29 August 2025,Halal Statistics Publication,15779
56,28 August 2025,"Malaysia External Trade Indices, July 2025",15767
56,28 August 2025,Producer Price index July 2025,15750
56,27 August 2025,Penerbitan,15736
56,27 August 2025,"Monthly Statistical Bulletin Malaysia, June 2025",15746
56,27 August 2025,"Statistical Handbook Malaysia, 2024",15748
56,25 August 2025,"MALAYSIAN ECONOMIC INDICATORS LEADING, COINCIDENT & LAGGING INDEXES JUNE 2025",15714
56,22 August 2025,"Manufacturing Industry Capacity Utilisation Statistics, Second Quarter 2025",15696
56,22 August 2025,"Consumer Price Index Malaysia, July 2025",15673
56,22 August 2025,"Labour Market Review, Q2 2025",15699
56,21 August 2025,Labour Productivity Second Quarter 2025,15641
57,19 August 2025,"Malaysia External Trade Statistics, July 2025 - Publications",15774
57,19 August 2025,"Malaysia External Trade Statistics, July 2025",15633
57,15 August 2025,Publication Gross Domestic Product Second Quarter 2025,15595
57,15 August 2025,INTERNATIONAL INVESTMENT POSITION Q2 2025,15602
57,15 August 2025,"Publication of Quarterly Balance of Payments, Second Quarter 2025",15598
57,14 August 2025,"Employment Statistics, Q2 2025",15580
57,12 August 2025,Special Release 3 - For Mechanical and Electrical Works Malaysia,15523
57,12 August 2025,Special Release 1 - For Civil Engineering Works Peninsular Malaysia,15511
57,12 August 2025,Special Release 2 - For Building and Structural Works,15527
57,12 August 2025,Special Release 2 - For Building and Structural Works Sabah and Sarawak,15519
58,12 August 2025,Special Release 3 - For Mechanical and Electrical Works Malaysia,15523
58,12 August 2025,MONTHLY RUBBER STATISTICS,15556
58,11 August 2025,Construction Statistics Second Quarter 2025,15499
58,11 August 2025,"Principal Statistics of Labour Force, Malaysia, Second Quarter 2025",15537
58,11 August 2025,"LABOUR FORCE MALAYSIA, JUNE 2025",15535
58,10 August 2025,Agriculture Census 2024 Interim Report Kelantan,15547
58,8 August 2025,PUBLICATION QSS Q2 2025,15443
58,8 August 2025,"Publication Performance of Wholesale & Retail Trade, June 2025",15451
58,8 August 2025,QUARTERLY VOLUME INDEX OF SERVICES Q2 2025,15450
58,8 August 2025,Volume Index of Wholesale & Retail Trade Second Quarter 2025 - Publication,15436
59,7 August 2025,State Socioeconomic Report Perak 2024,15365
59,7 August 2025,State Socioeconomic Report Perlis 2024,15366
59,7 August 2025,State Socioeconomic Report Selangor 2024,15367
59,7 August 2025,State Socioeconomic Report Terengganu 2024,15368
59,7 August 2025,State Socioeconomic Report Sabah 2024,15369
59,7 August 2025,State Socioeconomic Report Sarawak 2024,15370
59,7 August 2025,State Socioeconomic Report WPKL 2024,15371
59,7 August 2025,State Socioeconomic Report WP Labuan 2024,15372
59,7 August 2025,State Socioeconomic Report Pulau Pinang 2024,15364
59,7 August 2025,State Socioeconomic Report Johor 2024,15357
60,7 August 2025,State Socioeconomic Report WPKL 2024,15371
60,7 August 2025,State Socioeconomic Report Sarawak 2024,15370
60,7 August 2025,State Socioeconomic Report Sabah 2024,15369
60,7 August 2025,State Socioeconomic Report Terengganu 2024,15368
60,7 August 2025,State Socioeconomic Report Selangor 2024,15367
60,7 August 2025,State Socioeconomic Report Perlis 2024,15366
60,7 August 2025,State Socioeconomic Report Perak 2024,15365
60,6 August 2025,PUBLICATION SPPI Q2 2025,15354
60,5 August 2025,Agriculture Census 2024 Interim Report Pahang,15432
60,31 July 2025,"Current Population Estimates, Malaysia, 2025",15648
61,31 July 2025,"Malaysian Economic Statistics Review (MESR), Volume 7/2025",15810
61,31 July 2025,"Micro, Small & Medium Enterprises (MSMEs) Performance 2024",15324
61,30 July 2025,Gross Domestic Product Income Approach 2024,15299
61,30 July 2025,Usage of ICT and E-Commerce by Establishment 2024 Publication,15193
61,30 July 2025,"Monthly Statistical Bulletin Malaysia, May 2025",15309
61,30 July 2025,Agriculture Census 2024 Interim Report Terengganu,15337
61,29 July 2025,Gross Fixed Capital Formation 2024,15275
61,29 July 2025,"Final External Trade Statistics Publication, 2024",15276
61,29 July 2025,Agriculture Census 2024 Interim Report Selangor,15313
