page,release_date,title,release_document_id
159,9 June 2023,Special Release 3 - For Mechanical and Electrical Works Malaysia,4631
159,9 June 2023,Special Release 2 - For Building and Structural Works Sabah and Sarawak,4633
159,9 June 2023,Special Release 1 - For Civil Engineering Works Sabah and Sarawak,4635
159,9 June 2023,Special Release 1 - For Civil Engineering Works Peninsular Malaysia,4637
159,9 June 2023,Special Release 2 - For Building and Structural Works,4640
159,9 June 2023,"LABOUR FORCE MALAYSIA, APRIL 2023",4648
159,9 June 2023,"Monthly Manufacturing Statistics, April 2023",4673
159,9 June 2023,Industrial Production Index April 2023,4678
160,8 June 2023,"Monthly Rubber Statistics, April 2023",4625
160,31 May 2023,ICT USE AND ACCESS BY INDIVIDUALS AND HOUSEHOLDS SURVEY REPORT 2022,4596
160,31 May 2023,"Malaysian Economic Statistics Review (MESR), Volume 5/2023",4619
160,31 May 2023,"Monthly Statistical Bulletin Malaysia, March 2023",4752
160,29 May 2023,PRODUCER PRICE INDEX MALAYSIA APRIL 2023,4583
160,26 May 2023,"Consumer Price Index Malaysia, April 2023",4545
160,26 May 2023,"Publication External Trade Indices, April 2023",4560
160,25 May 2023,"MALAYSIAN ECONOMIC INDICATORS  LEADING, COINCIDENT & LAGGING INDEXES MARCH 2023",4535
160,24 May 2023,Publication BTS Second Quarter 2023,4516
160,19 May 2023,"Malaysia External Trade Statistics Bulletin, April 2023 -",4487
161,19 May 2023,"Publication Manufacturing Industry Capacity Utilisation Statistics, First Quarter 2023",4491
161,19 May 2023,Labour Market Review (LMR) First Quarter 2023,4507
161,19 May 2023,"Malaysia External Trade Statistics Publication, April 2023",4622
161,18 May 2023,Labour Productivity First Quarter 2023,4472
161,17 May 2023,"Analysis of Annual Consumer Price Index, 2022",4451
161,12 May 2023,Gross Domestic Product 2022,4417
161,12 May 2023,Gross Domestic Product First Quarter 2023,4433
161,12 May 2023,"Quarterly Balance of Payments, First Quarter 2023",4435
161,12 May 2023,"Malaysia's International Investment Position, First Quarter 2023",4441
161,11 May 2023,"LABOUR FORCE MALAYSIA, MARCH 2023",4355
162,11 May 2023,"LABOUR FORCE MALAYSIA, FIRST QUARTER 2023",4389
162,11 May 2023,"Employment Statistics, First Quarter 2023",4404
162,10 May 2023,Volume Index of Wholesale & Retail Trade First Quarter 2023,4309
162,10 May 2023,"Performance of Wholesale & Retail Trade, Mac 2023",4325
162,10 May 2023,"Quarterly Services Statistics, Q1 2023",4339
162,10 May 2023,Construction Statistics First Quarter 2023,4346
162,10 May 2023,VOLUME INDEX OF SERVICES (2015=100) FIRST QUARTER 2023,4363
162,9 May 2023,Special Release 1 - For Civil Engineering Works (Peninsular Malaysia) April 2023,4241
162,9 May 2023,Special Release 2 - For Building and Structural Works (Peninsular Malaysia) April 2023,4245
162,9 May 2023,Special Release 2 - For Building and Structural Works (Sabah & Sarawak) April 2023,4247
163,9 May 2023,Special Release 3 - For Mechanical and Electrical Works (Malaysia) April 2023,4249
163,9 May 2023,"Monthly Rubber Statistics, March 2023",4256
163,9 May 2023,"Monthly Manufacturing Statistics, March 2023",4268
163,9 May 2023,Industrial Production Index March 2023,4280
163,9 May 2023,"Special Release 1 - For Civil Engineering Works Sabah and Sarawak, April 2023",4285
163,8 May 2023,SERVICES PRODUCER PRICE INDEX Q1 2023,4233
163,28 April 2023,"External Trade Indices, March 2023",4204
163,28 April 2023,"Malaysian Economic Statistics Review (MESR), Volume 4/2023",4223
163,28 April 2023,"Monthly Statistical Bulletin Malaysia, February 2023",4227
163,27 April 2023,PRODUCER PRICE INDEX MALAYSIA MARCH 2023,4191
164,20 April 2023,"MALAYSIAN ECONOMIC INDICATORS  LEADING, COINCIDENT & LAGGING INDEXES FEBRUARY 2023",3077
164,20 April 2023,"Consumer Price Index Malaysia, March 2023",3081
164,19 April 2023,Malaysia External Trade Statistics Bulletin Mac_2023,3065
164,19 April 2023,"Malaysia External Trade Statistics Publication ,March 2023",4226
164,12 April 2023,Publication,2381
164,11 April 2023,Publication,2363
164,11 April 2023,"Monthly Manufacturing Statistics, February 2023",2368
164,11 April 2023,IPI February 2023,2763
164,10 April 2023,"LABOUR FORCE MALAYSIA, FEBRUARY 2023",2784
164,7 April 2023,Special Release 2 Peninsular Malaysia,2329
165,7 April 2023,Special Release 3 Malaysia,2335
165,7 April 2023,Special Release 2 Sabah & Sarawak,2337
165,7 April 2023,Special Release 1 Peninsular Malaysia,2339
165,7 April 2023,Special Release 1 Sabah & Sarawak,2341
165,31 March 2023,"Malaysian Economic Statistics Review (MESR), Volume 3/2023",2307
165,31 March 2023,"Monthly Statistical Bulletin Malaysia, January 2023",3025
165,28 March 2023,"External Trade Indices, February 2023",1827
165,27 March 2023,PRODUCER PRICE INDEX MALAYSIA FEBRUARY 2023,1815
165,24 March 2023,"Consumer Price Index Malaysia, February 2023",1626
165,24 March 2023,"MALAYSIAN ECONOMIC INDICATORS  LEADING, COINCIDENT & LAGGING INDEXES JANUARY 2023",1643
166,23 March 2023,"Annual Economic Statistics (AES) Manufacturing, 2022",1464
166,23 March 2023,Annual Economic Statistics (AES) Construction 2022,1552
166,20 March 2023,"Malaysia External Trade Statistics Bulletin, February 2023",1157
166,16 March 2023,Annual Economic Statistics 2022 - Services Sector,997
166,16 March 2023,"PUBLICATION OF ANNUAL ECONOMIC STATISTICS (AES) MINING AND QUARRYING, 2022",1011
166,16 March 2023,"PUBLICATION: ANNUAL ECONOMIC STATISTICS (AES) ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY 2022",1019
166,14 March 2023,"Monthly Rubber Statistics, January 2023",2300
166,13 March 2023,"Performance of Wholesale & Retail Trade, January 2023",940
166,13 March 2023,"Monthly Manufacturing Statistics, January 2023",954
166,13 March 2023,IPI January 2023,968
167,10 March 2023,Special Release 2 Peninsular Malaysia,2321
167,10 March 2023,Special Release 3 Malaysia,2342
167,10 March 2023,Special Release 2 Sabah & Sarawak,2344
167,10 March 2023,Special Release 1 Sabah & Sarawak,2346
167,10 March 2023,Siaran Khas 1 Semenanjung Malaysia,2348
167,9 March 2023,"LABOUR FORCE MALAYSIA, JANUARY 2023",933
167,8 March 2023,"LABOUR FORCE MALAYSIA, JANUARY 2023",923
167,8 March 2023,Key Findings Population and Housing Census of Malaysia 2020: Local Authority Area,2794
167,1 March 2023,"Annual Economic Statistics (AES) Professional Services, 2022",593
167,1 March 2023,"Annual Economic Statistics (AES) Information and Communication, 2022",595
168,1 March 2023,Annual Economic Statistics - Food and Beverage Services,603
168,1 March 2023,"PUBLICATION ANNUAL ECONOMIC STATISTICS (AES) FINANCIAL SERVICES, 2022",619
168,1 March 2023,Annual Economic Statistics - Health and Social Works Services,624
168,1 March 2023,ANNUAL ECONOMIC STATISTICS 2022 ACCOMMODATION SERVICES,640
168,1 March 2023,Annual Economic Statistics 2022 (AES)- Wholesale & Retail Trade,641
168,1 March 2023,Annual Economic Statistics Personal Services and Other Activities 2022,646
168,1 March 2023,"Annual Economic Statistics (AES) Administrative and Support Services, 2022",653
168,1 March 2023,"Publication AES 2022 - Arts, Entertainment & Recreation Services",662
168,1 March 2023,"Publication Annual Economic Statistics (AES) 2022, Transportation and Storage",674
168,1 March 2023,"Publication Annual Economic Statistics (AES) Real Estate, 2022",675
169,1 March 2023,"Publication Annual Economic Statistics (AES) Private Education, 2022",686
169,28 February 2023,"Publication of External Trade Indices (2010=100), January 2023",555
169,28 February 2023,"Malaysian Economic Statistics Review (MESR), Volume 2/2023",574
169,28 February 2023,"Annual Economic Statistics 2022 Water Supply; Sewerage, Waste Management & Remediation Activities",2704
169,28 February 2023,ANNUAL ECONOMIC STATISTICS AGRICULTURE 2022,2706
169,28 February 2023,"Monthly Statistical Bulletin Malaysia, December 2022",3023
169,27 February 2023,PRODUCER PRICE INDEX MALAYSIA JANUARY 2023,548
169,24 February 2023,"MALAYSIAN ECONOMIC INDICATORS  LEADING, COINCIDENT & LAGGING INDEXES DECEMBER 2022",2720
169,23 February 2023,Laporan Khas Impak Banjir di Malaysia 2022 (m/s 1-52),536
169,23 February 2023,Laporan Khas Impak Banjir di Malaysia 2022 (m/s 53 - 112),537
170,23 February 2023,Laporan Khas Impak Banjir di Malaysia 2022 (m/s 113 - 442),538
170,23 February 2023,Laporan Khas Impak Banjir di Malaysia 2022 (m/s 443 - akhir),539
170,23 February 2023,Publication BTS First Quarter 2023,2760
170,20 February 2023,"Malaysia External Trade Statistics Bulletin, January 2023",580
170,17 February 2023,LABOUR MARKET REVIEW Q4 2022,496
170,17 February 2023,Annual Economic Statistics All Sectors 2022,507
170,16 February 2023,Labour Productivity Fourth Quarter 2022,485
170,10 February 2023,Publication GDP Q4 2022,462
170,10 February 2023,"Malaysia International Investment Position, Fourth Quarter 2022",473
170,10 February 2023,"Quarterly Balance of Payments, Fourth Quarter 2022",3085
171,9 February 2023,"LABOUR FORCE MALAYSIA, DECEMBER 2022",419
171,9 February 2023,"Employment Statistics, Q4 2022",428
171,9 February 2023,"LABOUR FORCE MALAYSIA, FOURTH QUARTER 2022",442
171,8 February 2023,"Performance of Wholesale & Retail Trade, December 2022",279
171,8 February 2023,Publication: Quarterly Service Statistics Q4 2022,373
171,8 February 2023,Construction Statistics Fourth Quarter 2022,387
171,8 February 2023,Volume Index of Wholesale & Retail Trade Fourth Quarter 2022,406
171,8 February 2023,VOLUME INDEX OF SERVICES (2015=100) FOURTH QUARTER 2022,2679
171,7 February 2023,SERVICES PRODUCER PRICE INDEX Q4 2022,334
171,7 February 2023,IPI December 2022,345
172,7 February 2023,Publication,351
172,7 February 2023,"Monthly Manufacturing Statistics, December 2022",365
172,7 February 2023,Special Release 2 Peninsular Malaysia,2317
172,7 February 2023,Special Release 3 Malaysia,2387
172,7 February 2023,Special Release 2 Sabah & Sarawak,2731
172,7 February 2023,Special Release 1 Sabah dan Sarawak,2734
172,7 February 2023,Special Release 1 Peninsular Malaysia,2736
172,31 January 2023,"Malaysian Economic Statistics Review (MESR), Volume 1/2023",321
172,31 January 2023,"Monthly Statistical Bulletin, November 2022",3021
172,30 January 2023,PRODUCER PRICE INDEX MALAYSIA DECEMBER 2022,314
173,27 January 2023,"Malaysia External Trade Indices, December 2022",301
173,20 January 2023,Consumer Price Index December 2022,283
173,18 January 2023,"Malaysia External Trade Statistics Bulletin, December 2022",264
173,13 January 2023,Publication,255
173,11 January 2023,"Monthly Manufacturing Statistics, November 2022",222
173,11 January 2023,"Prestasi Perdagangan Borong & Runcit, November 2022",232
173,11 January 2023,IPI November 2022,237
173,10 January 2023,"LABOUR FORCE MALAYSIA, NOVEMBER 2022",215
173,9 January 2023,Special Release 1 (For Civil Engineering Works) Peninsular Malaysia Dec 2022,200
173,9 January 2023,Special Release 1 (For Civil Engineering Works) Sabah & Sarawak Dec 2022,201
174,9 January 2023,Special Release 2 (For Building and Structural Works) Peninsular Malaysia Dec 2022,202
174,9 January 2023,Special Release 2 (For Building and Structural Works) Sabah & Sarawak Dec 2022,203
174,9 January 2023,Special Release 3 (For Mechanical and Electrical Works) Malaysia Dec 2022,204
174,9 January 2023,Special Release 3 Malaysia,885
174,9 January 2023,Special Release 2 Sabah & Sarawak,889
174,9 January 2023,Special Release 1 Sabah & Sarawak,890
174,9 January 2023,Special Release 1 Peninsular Malaysia,892
174,29 December 2022,"Malaysian Economic Statistics Review (MESR), Volume 12/2022",4913
174,28 December 2022,"External Trade Indices, November 2022",2999
174,23 December 2022,Consumer Price Index November 2022,287
175,23 December 2022,"MALAYSIAN ECONOMIC INDICATORS  LEADING, COINCIDENT & LAGGING INDEXES OCTOBER 2022",2747
175,19 December 2022,"Malaysia External Trade Statistics Bulletin, November 2022",161
175,15 December 2022,"Environment Statistics, Johor, 2022",96
175,15 December 2022,"Environment Statistics, Kedah, 2022",97
175,15 December 2022,"Environment Statistics, Kelantan, 2022",98
175,15 December 2022,"Environment Statistics, Melaka, 2022",115
175,15 December 2022,"Environment Statistics, Negeri Sembilan, 2022",116
175,15 December 2022,"Environment Statistics, Pahang, 2022",117
175,15 December 2022,"Environment Statistics, Perak, 2022",118
175,15 December 2022,"Environment Statistics, Perlis, 2022",124
176,15 December 2022,"Environment Statistics, Pulau Pinang, 2022",125
176,15 December 2022,"Environment Statistics, Sabah, 2022",126
176,15 December 2022,"Environment Statistics, Sarawak, 2022",127
176,15 December 2022,"Environment Statistics, Selangor, 2022",128
176,15 December 2022,"Environment Statistics, Terengganu, 2022",129
176,15 December 2022,"Environment Statistics, Wilayah Persekutuan, 2022",130
176,14 December 2022,Publication,89
176,12 December 2022,"Monthly Manufacturing Statistics, October 2022",68
176,12 December 2022,IPI October 2022,75
176,9 December 2022,"LABOUR FORCE MALAYSIA, OCTOBER 2022",54
177,9 December 2022,"Performance of Wholesale & Retail Trade, October 2022",60
177,8 December 2022,Special Release 1 Peninsular Malaysia,39
177,8 December 2022,Special Release 1 Sabah & Sarawak,40
177,8 December 2022,Special Release 2 Peninsular Malaysia,41
177,8 December 2022,Special Release 2 Sabah & Sarawak,42
177,8 December 2022,Special Release 3 Malaysia,43
177,7 December 2022,"Sustainable Development Goals (SDG) Indicators, Malaysia, 2021; Executive Summary",29
177,7 December 2022,"Sustainable Development Goals (SDG) Indicators, Malaysia, 2021; People",30
177,7 December 2022,"Sustainable Development Goals (SDG) Indicators, Malaysia, 2021; Prosperity",31
177,7 December 2022,"Sustainable Development Goals (SDG) Indicators, Malaysia, 2021; Planet",32
178,7 December 2022,"Sustainable Development Goals (SDG) Indicators, Malaysia, 2021; Peace and Partnership",33
178,6 December 2022,BUMIPUTERA STATISTICS 2022_PUBLICATION,9
178,1 December 2022,Malaysian Well-Being Index 2021,6
178,30 November 2022,"Malaysian Economic Statistics Review (MESR), Volume 11/2022",4858
178,28 November 2022,"External Trade Indices, October 2022",3001
178,11 November 2022,"Quarterly Balance of Payments, Third Quarter 2022",3086
178,4 November 2022,"External Trade Indices, September 2022",3003
178,28 October 2022,"Malaysian Economic Statistics Review (MESR), Volume 10/2022",4923
178,14 October 2022,"Monthly Rubber Statistics, Malaysia",
178,14 October 2022,Information And Communication Technology Satellite Account,
179,12 October 2022,"Monthly Manufacturing Statistics, Malaysia",
179,12 October 2022,Performance of Wholesale & Retail Trade,
179,12 October 2022,"Index of Industrial Production, Malaysia",
179,11 October 2022,"Special Release 1 - For Civil Engineering Works, Sabah and Sarawak",
179,11 October 2022,"Special Release 2 - For Building and Structural Works, Peninsular Malaysia",
179,11 October 2022,"Special Release 1 - For Civil Engineering Works, Peninsular Malaysia",
179,11 October 2022,"Monthly Principal Statistics of Labour Force, Malaysia",
179,11 October 2022,"Special Release 2 - For Building and Structural Works, Sabah and Sarawak",
179,11 October 2022,Special Release 3 - For Mechanical and Electrical Works,
179,6 October 2022,National Accounts Capital Stock Statistics,
180,4 October 2022,Salaries & Wages Survey Report,
180,4 October 2022,"External Trade Indices, Malaysia",
180,4 October 2022,"External Trade Indices, August 2022",3005
180,30 September 2022,Domestic Tourism Survey Perlis,
180,30 September 2022,Domestic Tourism Survey Melaka,
180,30 September 2022,Domestic Tourism Survey W.P. Kuala Lumpur,
180,30 September 2022,Domestic Tourism Survey Sarawak,
180,30 September 2022,"Malaysian Economic Statistics Review (MESR), Volume 9/2022",
180,30 September 2022,Domestic Tourism Survey W.P. Labuan,
180,30 September 2022,Domestic Tourism Survey Terengganu,
181,30 September 2022,Domestic Tourism Survey Johor,
181,30 September 2022,Domestic Tourism Survey Kedah,
181,30 September 2022,Domestic Tourism Survey Selangor,
181,30 September 2022,Domestic Tourism Survey W.P. Putrajaya,
181,30 September 2022,Domestic Tourism Survey Pahang,
181,30 September 2022,Domestic Tourism Survey Kelantan,
181,30 September 2022,Domestic Tourism Survey Pulau Pinang,
181,30 September 2022,Domestic Tourism Survey Negeri Sembilan,
181,30 September 2022,Domestic Tourism Survey Perak,
181,30 September 2022,Domestic Tourism Survey Sabah,
182,30 September 2022,"Monthly Statistical Bulletin, Malaysia",
182,29 September 2022,Producer Price Index Malaysia - Local Production,
182,28 September 2022,"Monthly External Trade Statistics, Malaysia",
182,28 September 2022,Tourism Satellite Account,
182,28 September 2022,"Abridged Life Tables, Malaysia",
182,23 September 2022,"Consumer Price Index, Malaysia",
182,22 September 2022,"Malaysia Economic Indicator - Leading, Coincident and Lagging Indices",
182,14 September 2022,"Monthly Rubber Statistics, Malaysia",
182,12 September 2022,Performance of Wholesale & Retail Trade,
182,12 September 2022,"Supply And Utilization Accounts Selected Agricultural Commodities, Malaysia",
183,9 September 2022,"Monthly Manufacturing Statistics, Malaysia",
183,9 September 2022,"Monthly Principal Statistics of Labour Force, Malaysia",
183,9 September 2022,"Index of Industrial Production, Malaysia",
183,8 September 2022,"Special Release 1 - For Civil Engineering Works, Peninsular Malaysia",
183,8 September 2022,"Special Release 2 - For Building and Structural Works, Sabah and Sarawak",
183,8 September 2022,"Special Release 1 - For Civil Engineering Works, Sabah and Sarawak",
183,8 September 2022,Special Release 3 - For Mechanical and Electrical Works,
183,8 September 2022,"Special Release 2 - For Building and Structural Works, Peninsular Malaysia",
183,2 September 2022,"External Trade Indices, Malaysia",
183,2 September 2022,"External Trade Indices, July 2022",3007
184,30 August 2022,"Monthly Statistical Bulletin, Malaysia",
184,30 August 2022,"Malaysian Economic Statistics Review (MESR), Volume 8/2022",
184,29 August 2022,"Consumer Price Index, Malaysia",
184,29 August 2022,Producer Price Index Malaysia - Local Production,
184,29 August 2022,"Input-Output Tables, Malaysia",
184,26 August 2022,"Monthly External Trade Statistics, Malaysia",
184,26 August 2022,Statistics Handbook Malaysia,
184,25 August 2022,"Business Tendency Survey Report, Malaysia",
184,25 August 2022,"Malaysia Economic Indicator - Leading, Coincident and Lagging Indices",
184,19 August 2022,Labour Market Review (LMR),
185,18 August 2022,Labour Productivity,
185,12 August 2022,Quarterly International Investment Position,
185,12 August 2022,PocketStats,
185,12 August 2022,"Quarterly National Account - Gross Domestic Product, Malaysia",
185,12 August 2022,"Quarterly Balance of Payments, Malaysia",
185,11 August 2022,Performance of Wholesale & Retail Trade,
185,11 August 2022,Quarterly Volume Index of Services,
185,11 August 2022,Quarterly Volume Index of Wholesale & Retail Trade,
185,11 August 2022,"Quarterly Services Statistics, Malaysia",
185,10 August 2022,"Special Release 1 - For Civil Engineering Works, Sabah and Sarawak",
186,10 August 2022,Employment Statistics,
186,10 August 2022,"Special Release 2 - For Building and Structural Works, Sabah and Sarawak",
186,10 August 2022,Special Release 3 - For Mechanical and Electrical Works,
186,10 August 2022,"Special Release 2 - For Building and Structural Works, Peninsular Malaysia",
186,10 August 2022,"Special Release 1 - For Civil Engineering Works, Peninsular Malaysia",
186,10 August 2022,"Monthly Rubber Statistics, Malaysia",
186,9 August 2022,Quarterly Construction Statistics,
186,9 August 2022,"Monthly Manufacturing Statistics, Malaysia",
186,9 August 2022,"Monthly Principal Statistics of Labour Force, Malaysia",
186,9 August 2022,"Quarterly Report Of Labour Force Survey, Malaysia",
187,9 August 2022,"Index of Industrial Production, Malaysia",
187,8 August 2022,Services Producer Price Index,
187,5 August 2022,State Socioeconomic Report Selangor,
187,5 August 2022,State Socioeconomic Report Terengganu,
187,5 August 2022,State Socioeconomic Report Sarawak,
187,5 August 2022,State Socioeconomic Report Kedah,
187,5 August 2022,State Socioeconomic Report Federal Territory Labuan,
187,5 August 2022,State Socioeconomic Report Sabah,
187,5 August 2022,State Socioeconomic Report Johor,
187,5 August 2022,State Socioeconomic Report Perlis,
188,5 August 2022,State Socioeconomic Report Pahang,
188,5 August 2022,State Socioeconomic Report Melaka,
188,5 August 2022,State Socioeconomic Report Negeri Sembilan,
188,5 August 2022,State Socioeconomic Report Perak,
188,5 August 2022,State Socioeconomic Report Pulau Pinang,
188,5 August 2022,State Socioeconomic Report Kelantan,
188,5 August 2022,State Socioeconomic Report Federal Territory Kuala Lumpur,
188,4 August 2022,"External Trade Indices, Malaysia",
188,4 August 2022,"External Trade Indices, June 2022",3009
188,29 July 2022,"Monthly Statistical Bulletin, Malaysia",
189,29 July 2022,"Current Population Estimates, Malaysia",
189,28 July 2022,"External Trade Statistics, Sabah",
189,28 July 2022,"External Trade Statistics, Sarawak",
189,28 July 2022,"Monthly External Trade Statistics, Malaysia",
189,28 July 2022,Final External Trade Statistics Malaysia,
189,28 July 2022,"Malaysian Economic Statistics Review (MESR), Volume 7/2022",
189,27 July 2022,"National Accounts Micro, Small and Medium Enterprises",
189,27 July 2022,Graduates Statistics,
189,27 July 2022,Producer Price Index Malaysia - Local Production,
189,26 July 2022,Gross Domestic Product Income Approach,
190,25 July 2022,Gross Fixed Capital Formation,
190,25 July 2022,"Malaysia Economic Indicator - Leading, Coincident and Lagging Indices",
190,22 July 2022,"Consumer Price Index, Malaysia",
190,22 July 2022,Malaysia Happiness Index (MHI),
190,15 July 2022,"Monthly Rubber Statistics, Malaysia",
190,8 July 2022,Performance of Wholesale & Retail Trade,
190,8 July 2022,"Index of Industrial Production, Malaysia",
190,8 July 2022,"Monthly Manufacturing Statistics, Malaysia",
190,7 July 2022,"Special Release 2 - For Building and Structural Works, Peninsular Malaysia",
190,7 July 2022,"Special Release 2 - For Building and Structural Works, Sabah and Sarawak",
191,7 July 2022,"Monthly Principal Statistics of Labour Force, Malaysia",
191,7 July 2022,Special Release 3 - For Mechanical and Electrical Works,
191,7 July 2022,"Special Release 1 - For Civil Engineering Works, Sabah and Sarawak",
191,7 July 2022,"Special Release 1 - For Civil Engineering Works, Peninsular Malaysia",
191,4 July 2022,"External Trade Indices, Malaysia",
191,4 July 2022,"External Trade Indices, May 2022",3011
191,30 June 2022,"Monthly Statistical Bulletin, Malaysia",
191,29 June 2022,Domestic Tourism Survey,
191,29 June 2022,"Malaysian Economic Statistics Review (MESR), Volume 6/2022",
191,28 June 2022,Producer Price Index Malaysia - Local Production,
192,28 June 2022,"Monthly External Trade Statistics, Malaysia",
192,24 June 2022,"Consumer Price Index, Malaysia",
192,23 June 2022,"Malaysia Economic Indicator - Leading, Coincident and Lagging Indices",
192,22 June 2022,Report on Special Survey of Ramadhan and Aidilfitri Bazaar 2022 Malaysia,
192,22 June 2022,"Report on the Survey of Enviromental Protection Expenditure, Malaysia",
192,17 June 2022,Statistics on Malaysia Direct Investment Abroad,
192,17 June 2022,Statistics of Foreign Direct Investment In Malaysia,
192,15 June 2022,"Monthly Rubber Statistics, Malaysia",
192,10 June 2022,"Monthly Manufacturing Statistics, Malaysia",
192,10 June 2022,"Index of Industrial Production, Malaysia",
193,9 June 2022,"Special Release 1 - For Civil Engineering Works, Peninsular Malaysia",
193,9 June 2022,"Monthly Principal Statistics of Labour Force, Malaysia",
193,9 June 2022,"Special Release 1 - For Civil Engineering Works, Sabah and Sarawak",
193,9 June 2022,"Special Release 2 - For Building and Structural Works, Sabah and Sarawak",
193,9 June 2022,Performance of Wholesale & Retail Trade,
193,9 June 2022,Special Release 3 - For Mechanical and Electrical Works,
193,9 June 2022,"Special Release 2 - For Building and Structural Works, Peninsular Malaysia",
193,8 June 2022,Statistics of International Trade in Services,
193,8 June 2022,Malaysia External Trade Statistics by State,
193,3 June 2022,"External Trade Indices, Malaysia",
194,3 June 2022,"External Trade Indices, April 2022",3013
194,1 June 2022,"Analysis of Annual Consumer Price Index (CPI), Malaysia",
194,31 May 2022,Producer Price Index Malaysia - Local Production,
194,31 May 2022,"Monthly Statistical Bulletin, Malaysia",
194,29 May 2022,Key Findings Population and Housing Census of Malaysia 2020: Administrative District Selangau,
194,29 May 2022,Subnational Statistics SLA N.37 BUKIT LANJAN,
194,29 May 2022,Subnational Statistics SLA N.38 PAYA JARAS,
194,29 May 2022,Subnational Statistics SLA N.39 KOTA DAMANSARA,
194,29 May 2022,Subnational Statistics SLA N.26 SERKAM,
194,29 May 2022,Subnational Statistics SLA N.18 BUKIT TAMBUN,
195,29 May 2022,Subnational Statistics SLA N.04 PANTAI DAMAI,
195,29 May 2022,Subnational Statistics SLA N.08 SATOK,
195,29 May 2022,Subnational Statistics SLA N.10 PENDING,
195,29 May 2022,Subnational Statistics SLA N.11 BATU LINTANG,
195,29 May 2022,Subnational Statistics SLA N.26 TEBING TINGGI,
195,29 May 2022,Subnational Statistics SLA N.27 PASIR PINJI,
195,29 May 2022,Subnational Statistics SLA N.30 BUNTONG,
195,29 May 2022,Subnational Statistics SLA N.31 JELAPANG,
195,29 May 2022,Subnational Statistics SLA N. 07 JERAM PADANG,
195,29 May 2022,Subnational Statistics SLA N.14 TAMPARULI,
196,29 May 2022,Subnational Statistics SLA N.36 BANDAR UTAMA,
196,29 May 2022,Subnational Statistics SLA N.03 PADANG TENGKU,
196,29 May 2022,Subnational Statistics SLA N.05 BENTA,
196,29 May 2022,Subnational Statistics SLA N.34 KETARI,
196,29 May 2022,Subnational Statistics SLA N.29 JENGKA,
196,29 May 2022,Key Findings Population and Housing Census of Malaysia 2020: Administrative District Bagan Datuk,
196,29 May 2022,Key Findings Population and Housing Census of Malaysia 2020: Administrative District Pasir Mas,
196,29 May 2022,Subnational Statistics SLA N.29 KEPAYANG,
196,29 May 2022,Subnational Statistics SLA N.44 SUNGAI RAPAT,
196,29 May 2022,Subnational Statistics SLA N.62 KATIBAS,
197,29 May 2022,Subnational Statistics SLA N.63 BUKIT GORAM,
197,29 May 2022,Subnational Statistics SLA N.18 INANAM,
197,29 May 2022,Subnational Statistics SLA N.26 MOYOG,
197,29 May 2022,Subnational Statistics SLA N.40 BINGKOR,
197,29 May 2022,Subnational Statistics SLA N.41 LIAWAN,
197,29 May 2022,Key Findings Population and Housing Census of Malaysia 2020: Administrative District Bachok,
197,29 May 2022,Subnational Statistics SLA N. 28 KOTA,
197,29 May 2022,Key Findings Population and Housing Census of Malaysia 2020: Administrative District Tenom,
197,29 May 2022,Subnational Statistics SLA N.33 TRONOH,
197,29 May 2022,Subnational Statistics SLA N.41 MALIM NAWAR,
198,29 May 2022,Subnational Statistics SLA N.17 SEMERAH,
198,29 May 2022,Subnational Statistics SLA N. 30 LUKUT,
198,29 May 2022,Subnational Statistics SLA N. 10 NILAI,
198,29 May 2022,Subnational Statistics SLA N.29 KEMASIK,
198,29 May 2022,Subnational Statistics SLA N.09 TEMPASUK,
198,29 May 2022,Subnational Statistics SLA N.10 USUKAN,
198,29 May 2022,Subnational Statistics SLA N.01 SUNGAI AIR TAWAR,
198,29 May 2022,Subnational Statistics SLA N.20 API-API,
198,29 May 2022,Subnational Statistics SLA N.34 BUKIT GASING,
198,29 May 2022,Subnational Statistics SLA N.42 MERU,
199,29 May 2022,Subnational Statistics SLA N.52 SENAI,
199,29 May 2022,Key Findings Population and Housing Census of Malaysia 2020: Administrative District Serian,
199,29 May 2022,Key Findings Population and Housing Census of Malaysia 2020: Administrative District Marudi,
199,29 May 2022,Subnational Statistics SLA N.68 TANJONG BATU,
199,29 May 2022,Subnational Statistics SLA N.72 LAMBIR,
199,29 May 2022,Subnational Statistics SLA N.75 SENADIN,
199,29 May 2022,Subnational Statistics SLA N.32 SERI SETIA,
199,29 May 2022,Subnational Statistics SLA N. 02 PERTANG,
199,29 May 2022,Subnational Statistics SLA N. 04 KLAWANG,
199,29 May 2022,Subnational Statistics SLA N. 12 TEMIANG,
200,29 May 2022,Subnational Statistics SLA N. 15 JUASSEH,
200,29 May 2022,Subnational Statistics SLA N. 16 SERI MENANTI,
200,29 May 2022,Subnational Statistics SLA N.52 DUDONG,
200,29 May 2022,Subnational Statistics SLA N.13 SIMPANG JERAM,
200,29 May 2022,Subnational Statistics SLA N.35 SINDUMIN,
200,29 May 2022,Subnational Statistics SLA N.36 KUNDASANG,
200,29 May 2022,Subnational Statistics SLA N.38 PAGINATAN,
200,29 May 2022,Key Findings Population and Housing Census of Malaysia 2020: Administrative District Kabong,
