state,year,indicator,value,source,precision
W.P. Labuan,2018,domestic_visitors_thousand,544.932,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2019,domestic_visitors_thousand,523.8703,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2020,domestic_visitors_thousand,107.53,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2021,domestic_visitors_thousand,53.899,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2022,domestic_visitors_thousand,243.695,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2023,domestic_visitors_thousand,331.36,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2024,domestic_visitors_thousand,450.0,DTS 2024 state PDF (Table 1),as printed
W.P. Labuan,2017,domestic_trips_thousand,705.7124,DTS 2023 state XLSX (Table 1),exact
W.P. Labuan,2018,domestic_trips_thousand,725.1605,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2019,domestic_trips_thousand,774.3229,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2020,domestic_trips_thousand,109.343,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2021,domestic_trips_thousand,53.9,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2022,domestic_trips_thousand,263.15,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2023,domestic_trips_thousand,372.829,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2024,domestic_trips_thousand,482.0,DTS 2024 state PDF (Table 1),as printed
W.P. Labuan,2017,avg_receipts_per_capita_rm,713.5535,DTS 2023 state XLSX (Table 1),exact
W.P. Labuan,2018,avg_receipts_per_capita_rm,717.7475,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2019,avg_receipts_per_capita_rm,748.3567,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2020,avg_receipts_per_capita_rm,562.0788,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2021,avg_receipts_per_capita_rm,544.6614,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2022,avg_receipts_per_capita_rm,559.2792,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2023,avg_receipts_per_capita_rm,585.6596,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2024,avg_receipts_per_capita_rm,588.0,DTS 2024 state PDF (Table 1),as printed
W.P. Labuan,2017,avg_receipts_per_trip_rm,385.2381,DTS 2023 state XLSX (Table 1),exact
W.P. Labuan,2018,avg_receipts_per_trip_rm,539.3615,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2019,avg_receipts_per_trip_rm,506.3027,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2020,avg_receipts_per_trip_rm,552.7591,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2021,avg_receipts_per_trip_rm,544.6513,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2022,avg_receipts_per_trip_rm,517.931,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2023,avg_receipts_per_trip_rm,520.5179,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2024,avg_receipts_per_trip_rm,549.0,DTS 2024 state PDF (Table 1),as printed
W.P. Labuan,2017,avg_length_of_stay_nights,2.4621,DTS 2023 state XLSX (Table 1),exact
W.P. Labuan,2018,avg_length_of_stay_nights,3.2807,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2019,avg_length_of_stay_nights,3.0461,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2020,avg_length_of_stay_nights,1.5728,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2021,avg_length_of_stay_nights,2.523,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2022,avg_length_of_stay_nights,3.6702,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2023,avg_length_of_stay_nights,2.8863,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Labuan,2024,avg_length_of_stay_nights,2.84,DTS 2024 state PDF (Table 1),as printed
W.P. Labuan,2025,domestic_visitors_thousand,604.0,DTS 2025 Malaysia PDF (Table 9),as printed
W.P. Putrajaya,2017,total_receipts_rm_million,700.6895,DTS 2023 state XLSX (Table 1),exact
W.P. Putrajaya,2018,total_receipts_rm_million,1007.943,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2019,total_receipts_rm_million,848.6142,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2020,total_receipts_rm_million,141.9098,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2021,total_receipts_rm_million,67.8552,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2022,total_receipts_rm_million,455.9907,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2023,total_receipts_rm_million,669.729,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2024,total_receipts_rm_million,937.0,DTS 2024 state PDF (Table 1),as printed
W.P. Putrajaya,2017,domestic_visitors_thousand,1871.8577,DTS 2023 state XLSX (Table 1),exact
W.P. Putrajaya,2018,domestic_visitors_thousand,1891.907,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2019,domestic_visitors_thousand,1948.8892,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2020,domestic_visitors_thousand,451.113,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2021,domestic_visitors_thousand,223.006,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2022,domestic_visitors_thousand,1305.808,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2023,domestic_visitors_thousand,1900.379,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2024,domestic_visitors_thousand,2557.0,DTS 2024 state PDF (Table 1),as printed
W.P. Putrajaya,2017,domestic_trips_thousand,2732.8065,DTS 2023 state XLSX (Table 1),exact
W.P. Putrajaya,2018,domestic_trips_thousand,2592.0394,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2019,domestic_trips_thousand,2637.4891,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2020,domestic_trips_thousand,455.903,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2021,domestic_trips_thousand,234.199,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2022,domestic_trips_thousand,1551.058,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2023,domestic_trips_thousand,1964.587,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2024,domestic_trips_thousand,2711.0,DTS 2024 state PDF (Table 1),as printed
W.P. Putrajaya,2017,avg_receipts_per_capita_rm,374.3284,DTS 2023 state XLSX (Table 1),exact
W.P. Putrajaya,2018,avg_receipts_per_capita_rm,532.7656,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2019,avg_receipts_per_capita_rm,435.4348,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2020,avg_receipts_per_capita_rm,314.577,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2021,avg_receipts_per_capita_rm,304.2753,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2022,avg_receipts_per_capita_rm,349.202,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2023,avg_receipts_per_capita_rm,352.4187,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2024,avg_receipts_per_capita_rm,366.0,DTS 2024 state PDF (Table 1),as printed
W.P. Putrajaya,2017,avg_receipts_per_trip_rm,256.3992,DTS 2023 state XLSX (Table 1),exact
W.P. Putrajaya,2018,avg_receipts_per_trip_rm,388.861,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2019,avg_receipts_per_trip_rm,321.7508,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2020,avg_receipts_per_trip_rm,311.2718,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2021,avg_receipts_per_trip_rm,289.7332,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2022,avg_receipts_per_trip_rm,293.9869,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2023,avg_receipts_per_trip_rm,340.9007,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2024,avg_receipts_per_trip_rm,346.0,DTS 2024 state PDF (Table 1),as printed
W.P. Putrajaya,2017,avg_length_of_stay_nights,2.2694,DTS 2023 state XLSX (Table 1),exact
W.P. Putrajaya,2018,avg_length_of_stay_nights,2.6831,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2019,avg_length_of_stay_nights,3.0412,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2020,avg_length_of_stay_nights,1.9757,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2021,avg_length_of_stay_nights,2.2292,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2022,avg_length_of_stay_nights,2.682,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2023,avg_length_of_stay_nights,2.0797,DTS 2023 state XLSX (Table 1) [agrees with DTS 2024 PDF],exact
W.P. Putrajaya,2024,avg_length_of_stay_nights,2.14,DTS 2024 state PDF (Table 1),as printed
W.P. Putrajaya,2025,domestic_visitors_thousand,3146.0,DTS 2025 Malaysia PDF (Table 9),as printed
